Titulo,autores,link,ano,sessao
O DEBATE DO DESENVOLVIMENTO NA TRADIÇÃO HETERODOXA BRASILEIRA,"CARLOS PINKUSFELD MONTEIRO BASTOS, CARLOS PINKUSFELD BASTOS ; JÚLIA GALARZA D´AVILA",https://www.sep.org.br/mostrar.php?url=13/2530-o-debate-do-desenvolvimento-na-tradicao-heterodoxa-brasileira.pdf,2008,
CONSIDERAÇÕES ACERCA DO ESTUDO URBANO E O PARADIGMA DA CIDADE-EMPRESA,"ARMANDO PALERMO FUNARI, ARMANDO PALERMO FUNARI",https://www.sep.org.br/mostrar.php?url=13/2531-consideracoes-acerca-do-estudo-urbano-e-o-paradigma-da-cidade-empresa.pdf,2008,
A ASCENSÃO DA CHINA À CONDIÇÃO DE POTÊNCIA ECONÔMICA: HÁ ALGO DE NOVO NO MODELO ASIÁTICO?,ANDRÉ MOREIRA CUNHA,https://www.sep.org.br/mostrar.php?url=13/2532-a-ascensao-da-china-a-condicao-de-potencia-economica-ha-algo-de-novo-no-modelo-asiatico.pdf,2008,
REDES E POLARIZAÇÃO URBANA E FINANCEIRA: UMA EXPLORAÇÃO INICIAL PARA O BRASIL,"MARCO AURÉLIO CROCCO AFONSO, MARCO CROCCO, RICARDO RUIZ; ANDERSON CAVALCANTE",https://www.sep.org.br/mostrar.php?url=13/2533-redes-e-polarizacao-urbana-e-financeira-uma-exploracao-inicial-para-o-brasil.pdf,2008,
A RECUPERAÇÃO PÓS-KEYNESIANA DA AUTONOMIA DA MACROECONOMIA,"ADRIANA NUNES FERREIRA, ADRIANA NUNES FERREIRA",https://www.sep.org.br/mostrar.php?url=13/2534-a-recuperacao-pos-keynesiana-da-autonomia-da-macroeconomia.pdf,2008,
ESTRATÉGIAS BANCÁRIAS DIFERENCIADAS NO TERRITÓRIO: UMA ANÁLISE EXPLORATÓRIA,"MARCO AURÉLIO CROCCO AFONSO, MARCO CROCCO; ANA TEREZA LANNA FIGUEIREDO",https://www.sep.org.br/mostrar.php?url=13/2535-estrategias-bancarias-diferenciadas-no-territorio-uma-analise-exploratoria.pdf,2008,
RESTRIÇÕES À EXPANSÃO DOS INVESTIMENTOS EM SANEAMENTO BÁSICO NO BRASIL:,"RUDINEI TONETO JR, CARLOS CÉSAR SANTEJO SAIANI ; RUDINEI TONETO JÚNIOR",https://www.sep.org.br/mostrar.php?url=13/2536-restricoes-a-expansao-dos-investimentos-em-saneamento-basico-no-brasil.pdf,2008,
ACUMULACIÓN Y DOMINACIÓN EN EL ESTADO NEOLIBERAL,"ALBERTO R. BONNET, ALBERTO BONNET",https://www.sep.org.br/mostrar.php?url=13/2537-acumulacion-y-dominacion-en-el-estado-neoliberal.pdf,2008,
"FEDERALISMO FISCAL, CAPACIDADE TRIBUTÁRIA E ESFORÇO FISCAL DOS ESTADOS DA AMAZÔNIA (1970-2000): UMA ABORDAGEM ECONOMÉTRICA DE FRONTEIRA ESTOCÁSTICA","DAVID FERREIRA CARVALHO, DAVID FERREIRA CARVALHO",https://www.sep.org.br/mostrar.php?url=13/2538-federalismo-fiscal-capacidade-tributaria-e-esforco-fiscal-dos-estados-da-amazonia-1970-2000-uma-abordagem-econometrica-de-fronteira-estocastica.pdf,2008,
NOTAS SOBRE A ATUAÇÃO DO FNE NO ESTADO DE SERGIPE,"FERNANDO CEZAR DE MACEDO MOTA, ELMER N. MATOS; FERNANDO CÉZAR DE MACEDO",https://www.sep.org.br/mostrar.php?url=13/2539-notas-sobre-a-atuacao-do-fne-no-estado-de-sergipe.pdf,2008,
"KARL POLANYI, ATHENS AND US: THE CONTEMPORARY SIGNIFICANCE OF POLANYIS THOUGHT","RAMON VICENTE GARCIA FERNANDEZ, BERNARDO STUHLBERGER WJUNISKI ; RAMÓN GARCIA FERNÁNDEZ",https://www.sep.org.br/mostrar.php?url=13/2540-karl-polanyi-athens-and-us-the-contemporary-significance-of-polanyis-thought.pdf,2008,
TAXA NATURAL E CONVENÇÕES: UMA DISCUSSÃO DOS DETERMINANTES DA TAXA REAL DE JUROS NO BRASIL,"EMILIO CHERNAVSKY, EMILIO CHERNAVSKY",https://www.sep.org.br/mostrar.php?url=13/2541-taxa-natural-e-convencoes-uma-discussao-dos-determinantes-da-taxa-real-de-juros-no-brasil.pdf,2008,
RETÓRICA E ECONOMIA: UM BALANÇO APÓS OS PRIMEIROS VINTE ANOS,"RAMON VICENTE GARCIA FERNANDEZ, RAMÓN GARCÍA FERNÁNDEZ ; HUÁSCAR FIALHO PESSALI",https://www.sep.org.br/mostrar.php?url=13/2542-retorica-e-economia-um-balanco-apos-os-primeiros-vinte-anos.pdf,2008,
CAFEICULTURA E EXPANSÃO TERRITORIAL NO BRASIL,"FRANCISCO CARLOS ORLANDINI, FRANCISCO CARLOS ORLANDINI",https://www.sep.org.br/mostrar.php?url=13/2543-cafeicultura-e-expansao-territorial-no-brasil.pdf,2008,
"O SENTIDO DA REPRIMARIZAÇÃO: UMA INTERPRETAÇÃO À LUZ DE CELSO FURTADO, CAIO PRADO JR. E FRANCISCO DE OLIVEIRA","CARLOS ALVES DO NASCIMENTO, CARLOS ALVES DO NASCIMENTO , SORAIA APARECIDA CARDOZO ; KATIUCY LEMES NASCIMENTO",https://www.sep.org.br/mostrar.php?url=13/2545-o-sentido-da-reprimarizacao-uma-interpretacao-a-luz-de-celso-furtado-caio-prado-jr-e-francisco-de-oliveira.pdf,2008,
"ECONOMIA DO NORDESTE: MAPEANDO \NOVAS\"" LOCALS DINÂMICAS.""","JOÃO POLICARPO RODRIGUES LIMA, HUMBERTO; SILVA RIBEIRO DE LIMA ; JOÃO POLICARPO R. LIMA",https://www.sep.org.br/mostrar.php?url=13/2546-economia-do-nordeste-mapeando-novas-Locals-dinamicas.pdf,2008,
INCERTEZA NUMA PERSPECTIVA PÓS-KEYNESIANA E METODOLOGIA DA CIÊNCIA ECONÔMICA,"MARCOS ADOLFO RIBEIRO FERRARI, ÉRIKA DE ANDRADE SILVA LEAL , ALAIN HERSCOVICI ; MARCOS ADOLFO R. FERRARI",https://www.sep.org.br/mostrar.php?url=13/2547-incerteza-numa-perspectiva-pos-keynesiana-e-metodologia-da-ciencia-economica.pdf,2008,
SOLIDARIEDADE VERSUS CAPITAL: ELEMENTOS PARA COMPREENDER A TRANSIÇÃO HOJE,MARLENE GRADE,https://www.sep.org.br/mostrar.php?url=13/2548-solidariedade-versus-capital-elementos-para-compreender-a-transicao-hoje.pdf,2008,
A QUESTÃO AGRÁRIA COMO OBSTÁCULO AO DESENVOLVIMENTO EM CAIO PRADO JUNIOR E CELSO FURTADO,ARMANDO LIRIO DE SOUZA,https://www.sep.org.br/mostrar.php?url=13/2549-a-questao-agraria-como-obstaculo-ao-desenvolvimento-em-caio-prado-junior-e-celso-furtado.pdf,2008,
"ACUMULAÇÃO FLEXÍVEL, MUDANÇAS NO MUNDO DO TRABALHO E ECONOMIA POPULAR INFORMAL: ALTERNATIVAS DE TRABALHO E RENDA NA PRODUÇÃO E COMERCIALIZAÇÃO DA FEIRA DA SULANCA, CARUARU/PE.",NADINE GUALBERTO AGRA,https://www.sep.org.br/mostrar.php?url=13/2550-acumulacao-flexivel-mudancas-no-mundo-do-trabalho-e-economia-popular-informal-alternativas-de-trabalho-e-renda-na-producao-e-comercializacao-da-feira-da-sulanca-caruarupe.pdf,2008,
INSTITUIÇÕES E POLÍTICA ECONÔMICA: O II PND,"PEDRO CEZAR DUTRA FONSECA, PEDRO CEZAR DUTRA FONSECA ; SÉRGIO MARLEY MODESTO MONTEIRO",https://www.sep.org.br/mostrar.php?url=13/2551-instituicoes-e-politica-economica-o-ii-pnd.pdf,2008,
PLURALISMO EM ECONOMIA: DA EPISTEMOLOGIA A HERMENEUTICA,"PAULO GALA, PAULO GALA, DANILO FERNANDES, BERNARDO WJUNISKI; TAIS CORREA",https://www.sep.org.br/mostrar.php?url=13/2552-pluralismo-em-economia-da-epistemologia-a-hermeneutica.pdf,2008,
"PADRÕES DE ORGANIZAÇÃO ESPACIAL NO BRASIL, ESTRUTURA ECONÔMICA E INSERÇÃO EXTERNA","FERNANDO CEZAR DE MACEDO MOTA, FERNANDO CÉZAR DE MACEDO",https://www.sep.org.br/mostrar.php?url=13/2553-padroes-de-organizacao-espacial-no-brasil-estrutura-economica-e-insercao-externa.pdf,2008,
CELSO FURTADO E A ADMINISTRAÇÃO PÚBLICA: PARA UMA REVISÃO DE SEUS PRIMEIROS TRABALHOS (1943-1948),ROBERTO PEREIRA SILVA,https://www.sep.org.br/mostrar.php?url=13/2554-celso-furtado-e-a-administracao-publica-para-uma-revisao-de-seus-primeiros-trabalhos-1943-1948.pdf,2008,
AGGREGATE DEMAND AND THE ENDOGENEITY OF THE NATURAL RATE OF GROWTH: EVIDENCE FROM LATIN AMERICAN ECONOMIES,"GILBERTO LIBÂNIO, GILBERTO A. LIBÂNIO",https://www.sep.org.br/mostrar.php?url=13/2555-aggregate-demand-and-the-endogeneity-of-the-natural-rate-of-growth-evidence-from-latin-american-economies.pdf,2008,
O INVESTIMENTO DIRETO ESTRANGEIRO NO GOVERNO JUSCELINO KUBITSCHECK,"ANA CLAUDIA CAPUTO, ANA CLAUDIA CAPUTO ; HILDETE PEREIRA DE MELO",https://www.sep.org.br/mostrar.php?url=13/2556-o-investimento-direto-estrangeiro-no-governo-juscelino-kubitscheck.pdf,2008,
GESTÃO DA RIQUEZA E TRANSFORMAÇÕES DO MUNDO DO TRABALHO: A CRISE DO TRABALHO NO REGIME DE ACUMULAÇÃO LIDERADO PELA FINANÇA,"LICIO DA COSTA RAIMUNDO, LICIO DA COSTA RAIMUNDO ; PAULO SÉRGIO FRACALANZA",https://www.sep.org.br/mostrar.php?url=13/2557-gestao-da-riqueza-e-transformacoes-do-mundo-do-trabalho-a-crise-do-trabalho-no-regime-de-acumulacao-liderado-pela-financa.pdf,2008,
DARWINISMO UNIVERSAL E ECONOMIA EVOLUCIONÁRIA: ELEMENTOS PARA UM DEBATE,"PAULO SERGIO FRACALANZA, MANUEL RAMON SOUZA LUZ ; PAULO SÉRGIO FRACALANZA",https://www.sep.org.br/mostrar.php?url=13/2558-darwinismo-universal-e-economia-evolucionaria-elementos-para-um-debate.pdf,2008,
BNDE E BANCO DO BRASIL/CREAI: A EVOLUÇÃO DO SISTEMA DE FINANCIAMENTO DE LONGO PRAZO NO BRASIL (1952-1964),"VICTOR LEONARDO DE ARAUJO, VICTOR LEONARDO DE ARAUJO; HILDETE PEREIRA DE MELO",https://www.sep.org.br/mostrar.php?url=13/2559-bnde-e-banco-do-brasilcreai-a-evolucao-do-sistema-de-financiamento-de-longo-prazo-no-brasil-1952-1964.pdf,2008,
O CANTO DA SEREIA DOS TERMOS DE TROCA FAVORÁVEIS E OS RISCOS DA REPRIMARIZAÇÃO DAS EXPORTAÇÕES BRASILEIRAS,ISABELA NOGUEIRA DE MORAIS,https://www.sep.org.br/mostrar.php?url=13/2560-o-canto-da-sereia-dos-termos-de-troca-favoraveis-e-os-riscos-da-reprimarizacao-das-exportacoes-brasileiras.pdf,2008,
INOVAÇÃO TECNOLÓGICA NA INDÚSTRIA AUTOMOBILÍSTICA: CARACTERÍSTICAS E EVOLUÇÃO RECENTE,"ENEAS G. DE CARVALHO, ENÉAS GONÇALVES DE CARVALHO",https://www.sep.org.br/mostrar.php?url=13/2561-inovacao-tecnologica-na-industria-automobilistica-caracteristicas-e-evolucao-recente.pdf,2008,
O GLOBAL VERSUS O LOCAL: CONVERGÊNCIAS E DIVERGÊNCIAS ENTRE AS ABORDAGENS QUE TRATAM DAS AGLOMERAÇÕES,"ANA LÚCIA TATSCH, ANA LÚCIA TATSCH",https://www.sep.org.br/mostrar.php?url=13/2562-o-global-versus-o-local-convergencias-e-divergencias-entre-as-abordagens-que-tratam-das-aglomeracoes.pdf,2008,
"INOVAÇÃO, APRENDIZAGEM E COOPERAÇÃO NO ARRANJO DE MÁQUINAS E IMPLEMENTOS AGRÍCOLAS DO RIO GRANDE DO SUL","ANA LÚCIA TATSCH, ANA LÚCIA TATSCH",https://www.sep.org.br/mostrar.php?url=13/2563-inovacao-aprendizagem-e-cooperacao-no-arranjo-de-maquinas-e-implementos-agricolas-do-rio-grande-do-sul.pdf,2008,
INDEXAÇÃO FINANCEIRA E COMPORTAMENTO PRÓ-CÍCLICO DA DÍVIDA PÚBLICA MOBILIÁRIA FEDERAL INTERNA NO BRASIL,"GIULIANO CONTENTO DE OLIVEIRA, GIULIANO CONTENTO DE OLIVEIRA; CARLOS EDUARDO CARVALHO",https://www.sep.org.br/mostrar.php?url=13/2564-indexacao-financeira-e-comportamento-pro-ciclico-da-divida-publica-mobiliaria-federal-interna-no-brasil.pdf,2008,
E LA NAVE VA: INFLAÇÃO E DEFLAÇÃO DE ATIVOS,"MARIA-CRISTINA PENIDO DE FREITAS, MARIA CRISTINA PENIDO DE FREITAS ; MARCOS ANTONIO MACEDO CINTRA",https://www.sep.org.br/mostrar.php?url=13/2565-e-la-nave-va-inflacao-e-deflacao-de-ativos.pdf,2008,
NEW OPPORTUNITIES FOR TECHNOLOGICAL COOPERATION IN THE BRAZILIAN OIL AND GAS INDUSTRY,"SÁLUA SAUD BUENO, SÁLUA BUENO ; FREDERICO ROCHA",https://www.sep.org.br/mostrar.php?url=13/2566-new-opportunities-for-technological-cooperation-in-the-brazilian-oil-and-gas-industry.pdf,2008,
WORLD URBANIZATION PROSPECTS: ECONOMIC AND TERRITORIAL IMPLICATIONS,"RICARDO CARLOS GASPAR, RICARDO CARLOS GASPAR",https://www.sep.org.br/mostrar.php?url=13/2567-world-urbanization-prospects-economic-and-territorial-implications.pdf,2008,
"INSTITUIÇÕES, ESTADO E DESENVOLVIMENTO: UMA CRÍTICA À INTERPRETAÇÃO OFICIAL DA CRISE COREANA.","ALEXANDRE QUEIROZ GUIMARÃES, ALEXANDRE QUEIROZ GUIMARÃES",https://www.sep.org.br/mostrar.php?url=13/2568-instituicoes-estado-e-desenvolvimento-uma-critica-a-interpretacao-oficial-da-crise-coreana.pdf,2008,
A QUESTÃO MONETÁRIA E FINANCEIRA NA ECONOMIA POLÍTICA DO DESENVOLVIMENTO,"WILLIAM VELLA NOZAKI, WILLIAM NOZAKI",https://www.sep.org.br/mostrar.php?url=13/2569-a-questao-monetaria-e-financeira-na-economia-politica-do-desenvolvimento.pdf,2008,
MAGNITUDE DA QUEDA DA DESIGUALDADE DE RENDA NO BRASIL DE 2001 A 2006: UMA ABORDAGEM REGIONAL POR TIPOS DE RENDA,"VLADIMIR SIPRIANO CAMILLO, MARIA CRISTINA CACCIAMALI ; VLADIMIR SIPRIANO CAMILLO",https://www.sep.org.br/mostrar.php?url=13/2570-magnitude-da-queda-da-desigualdade-de-renda-no-brasil-de-2001-a-2006-uma-abordagem-regional-por-tipos-de-renda.pdf,2008,
PECADO ORIGINAL: UMA ANÁLISE E MENSURAÇÃO PARA O BRASIL NO PERÍODO 1999 A 2006,"ELENA SOIHET, ELENA SOIHET",https://www.sep.org.br/mostrar.php?url=13/2571-pecado-original-uma-analise-e-mensuracao-para-o-brasil-no-periodo-1999-a-2006.pdf,2008,
ELECTORAL SYSTEMS AND ECONOMIC INCENTIVES TO CORRUPTION: THE CASE OF BRAZIL,"PAULO FERNANDES BAIA, PAULO F. BAIA ; CLÁUDIO G. COUTO",https://www.sep.org.br/mostrar.php?url=13/2572-electoral-systems-and-economic-incentives-to-corruption-the-case-of-brazil.pdf,2008,
AS MAQUILADORAS MEXICANAS E A CONCORRÊNCIA CHINESA,"ELENA SOIHET, ELENA SOIHET",https://www.sep.org.br/mostrar.php?url=13/2573-as-maquiladoras-mexicanas-e-a-concorrencia-chinesa.pdf,2008,
"LUCRO, ACUMULAÇÃO DE CAPITAL E DISTRIBUIÇÃO NO BRASIL: UMA ANÁLISE DOS REGIMES DE CRESCIMENTO NO PERÍODO 1950-2006",MIGUEL ANTONIO PINHO BRUNO,https://www.sep.org.br/mostrar.php?url=13/2574-lucro-acumulacao-de-capital-e-distribuicao-no-brasil-uma-analise-dos-regimes-de-crescimento-no-periodo-1950-2006.pdf,2008,
AS CONTRADIÇÕES DA REPRODUÇÃO DO CAPITAL SOCIAL: O STATUS DOS ESQUEMAS DE REPRODUÇÃO NUMA TEORIA DE CRISE MARXISTA,"DAYANI CRIS DE AQUINO, DAYANI CRIS DE AQUINO",https://www.sep.org.br/mostrar.php?url=13/2575-as-contradicoes-da-reproducao-do-capital-social-o-status-dos-esquemas-de-reproducao-numa-teoria-de-crise-marxista.pdf,2008,
A PARTICIPAÇÃO DO TRABALHADOR NA FÁBRICA: CONTRASTES ENTRE AS PROPOSTAS ENSEJADAS PELO MODELO JAPONÊS COM AS PROPOSTAS AUTOGESTIONÁRIAS,"HENRIQUE TAHAN NOVAES, HENRIQUE T. NOVAES; RENATO DAGNINO",https://www.sep.org.br/mostrar.php?url=13/2576-a-participacao-do-trabalhador-na-fabrica-contrastes-entre-as-propostas-ensejadas-pelo-modelo-japones-com-as-propostas-autogestionarias.pdf,2008,
PRICING BEHAVIOUR AND THE COST-PUSH CHANNEL OF MONETARY POLICY,"GILBERTO TADEU LIMA, GILBERTO TADEU LIMA ; MARK SETTERFIELD",https://www.sep.org.br/mostrar.php?url=13/2577-pricing-behaviour-and-the-cost-push-channel-of-monetary-policy.pdf,2008,
EMPRESAS ESTRANGEIRAS E VULNERABILIDADE EXTERNA DA ECONOMIA BRASILEIRA,"BRUNO RODRIGUES PINHEIRO, LUIZ FILGUEIRAS; BRUNO PINHEIRO",https://www.sep.org.br/mostrar.php?url=13/2578-empresas-estrangeiras-e-vulnerabilidade-externa-da-economia-brasileira.pdf,2008,
"A CRITICAL SURVEY ON THE THEORY BEHIND THE MAIN ELEMENTS OF THE WASHINGTON CONSENSUS, THE POST-WASHINGTON CONSENSUS AND THE AUGMENTED WASHINGTON CONSENSUS","LUIZ MORAES DE NIEMEYER NETO, LUIZ MORAES DE NIEMEYER NETO",https://www.sep.org.br/mostrar.php?url=13/2579-a-critical-survey-on-the-theory-behind-the-main-elements-of-the-washington-consensus-the-post-washington-consensus-and-the-augmented-washington-consensus.pdf,2008,
A QUALIFICAÇÃO PARA O TRABALHO EM MARX,"CLAUS MAGNO GERMER, SANDRA TERESINHA DA SILVA ; CLAUS MAGNO GERMER",https://www.sep.org.br/mostrar.php?url=13/2580-a-qualificacao-para-o-trabalho-em-marx.pdf,2008,
"INVESTIMENTO ESTRANGEIRO DIRETO, TRANSBORDAMENTO E PRODUTIVIDADE: UM ESTUDO SOBRE RAMOS SELECIONADOS DA INDÚSTRIA NO BRASIL.","ALEXIS TORBIO DANTAS, MARINA FILGUEIRAS JORGE ; ALEXIS TORÍBIO DANTAS",https://www.sep.org.br/mostrar.php?url=13/2581-investimento-estrangeiro-direto-transbordamento-e-produtividade-um-estudo-sobre-ramos-selecionados-da-industria-no-brasil.pdf,2008,
IINTERPRETAÇÕES SOBRE O CAPITALISMO ATUAL,"REINALDO ANTONIO CARCANHOLO, REINALDO A. CARCANHOLO",https://www.sep.org.br/mostrar.php?url=13/2582-iinterpretacoes-sobre-o-capitalismo-atual.pdf,2008,
"LIBERALIZAÇÃO, VULNERABILIDADE FINANCEIRA E INSTABILIDADE: ALGUMAS CONSIDERAÇÕES SOBRE A ECONOMIA BRASILEIRA","ADRIANA MOREIRA AMADO, PAULO CARUSO; ADRIANA MOREIRA AMADO",https://www.sep.org.br/mostrar.php?url=13/2583-liberalizacao-vulnerabilidade-financeira-e-instabilidade-algumas-consideracoes-sobre-a-economia-brasileira.pdf,2008,
AJUSTE FISCAL NO BRASIL: ALGUMAS CONSIDERAÇÕES DE CARÁTER PÓS KEYNESIANO,"ADRIANA MOREIRA AMADO, SÉRGIO GOBETTI ; ADRIANA MOREIRA AMADO",https://www.sep.org.br/mostrar.php?url=13/2584-ajuste-fiscal-no-brasil-algumas-consideracoes-de-carater-pos-keynesiano.pdf,2008,
A RELAÇÃO CAPITAL - TRABALHO NO CONTEXTO DO PARADIGMA DA COMUNICAÇÃO CONSTRUTIVA,BOUZID IZERROUGENE,https://www.sep.org.br/mostrar.php?url=13/2585-a-relacao-capital-trabalho-no-contexto-do-paradigma-da-comunicacao-construtiva.pdf,2008,
"NOVOS DESEQUILÍBRIOS FINANCEIROS INTERNACIONAIS, NOVAS PRÁTICAS DE COMÉRCIO MUNDIAL E ENFRAQUECIMENTO DA HEGEMONIA DO DÓLAR.","BOUZID IZERROUGENE, BOUZID IZERROUGENE; HENRIQUE TOMÉ DA COSTA MATA",https://www.sep.org.br/mostrar.php?url=13/2586-novos-desequilibrios-financeiros-internacionais-novas-praticas-de-comercio-mundial-e-enfraquecimento-da-hegemonia-do-dolar.pdf,2008,
A PRODUÇÃO DE ETANOL E O MEIO AMBIENTE: A ECONOMIA POLÍTICA DA ANÁLISE DE CUSTO-BENEFÍCIO,"LUIZ MORAES DE NIEMEYER NETO, LUIZ MORAES DE NIEMEYER NETO",https://www.sep.org.br/mostrar.php?url=13/2587-a-producao-de-etanol-e-o-meio-ambiente-a-economia-politica-da-analise-de-custo-beneficio.pdf,2008,
MARSHALL E AS CRÍTICAS À ECONOMIA POLÍTICA CLÁSSICA: DO CONSENSO MILLIANO AO CONSENSO MARSHALLIANO,"LAURA VALLADÃO DE MATTOS, LAURA VALLADÃO DE MATTOS",https://www.sep.org.br/mostrar.php?url=13/2588-marshall-e-as-criticas-a-economia-politica-classica-do-consenso-milliano-ao-consenso-marshalliano.pdf,2008,
AJUSTE COMPETITIVO DE SETORES INTENSIVOS EM MÃO-DE-OBRA EM MERCADOS GLOBAIS: O ARRANJO CALÇADISTA BRASILEIRO DO VALE DO SINOS,"ACHYLES BARCELOS DA COSTA, ACHYLES BARCELOS DA COSTA",https://www.sep.org.br/mostrar.php?url=13/2589-ajuste-competitivo-de-setores-intensivos-em-mao-de-obra-em-mercados-globais-o-arranjo-calcadista-brasileiro-do-vale-do-sinos.pdf,2008,
"PROBLEMATIZANDO O CANAL LIBERALIZAÇÃO COMERCIAL  ACESSO À TECNOLOGIA  PRODUTIVIDADE, NO BRASIL PÓS-1990","ALESSANDRO DE ORLANDO MAIA PINHEIRO, ALESSANDRO MAIA PINHEIRO ; EDNILSON SILVA FELIPE",https://www.sep.org.br/mostrar.php?url=13/2590-problematizando-o-canal-liberalizacao-comercial-acesso-a-tecnologia-produtividade-no-brasil-pos-1990.pdf,2008,
DESENVOLVIMENTO LOCAL E CAPITAL SOCIAL: QUATRO ESTUDOS DE CASO EM MUNICÍPIO DE PERNAMBUCO,"ISABEL PESSOA DE ARRUDA RAPOSO, ISABEL PESSOA DE ARRUDA RAPOSO, LUÍS HENRIQUE ROMANI DE CAMPOS ; PATRICIA BANDEIRA DE MELO",https://www.sep.org.br/mostrar.php?url=13/2591-desenvolvimento-local-e-capital-social-quatro-estudos-de-caso-em-municipio-de-pernambuco.pdf,2008,
"OUTRA VEZ A CRUCIALIDADE DOS CONDICIONANTES INTERNOS: O CONTRASTE DAS TRAJETÓRIAS DE DESENVOLVIMENTO ECONÔMICO DE BRASIL, ARGENTINA E CANADÁ ENTRE 1850 E 1930","FERNANDA GRAZIELLA CARDOSO, FERNANDA GRAZIELLA CARDOSO ; CRISTINA FRÓES DE BORJA REIS",https://www.sep.org.br/mostrar.php?url=13/2592-outra-vez-a-crucialidade-dos-condicionantes-internos-o-contraste-das-trajetorias-de-desenvolvimento-economico-de-brasil-argentina-e-canada-entre-1850-e-1930.pdf,2008,
PROGRAMAS DE DESENVOLVIMENTO LOCAL NA REGIÃO NORDESTE DO BRASIL: UMA AVALIAÇÃO PRELIMINAR DA GUERRA FISCAL.,"JOÃO POLICARPO RODRIGUES LIMA, ANA CAROLINA DA CRUZ LIMA ; JOÃO POLICARPO RODRIGUES LIMA",https://www.sep.org.br/mostrar.php?url=13/2593-programas-de-desenvolvimento-local-na-regiao-nordeste-do-brasil-uma-avaliacao-preliminar-da-guerra-fiscal.pdf,2008,
NOTAS SOBRE A FORMAÇÃO DO COMPLEXO NORDESTINO E DA TRANSFORMAÇÃO DA ECONOMIA REGIONAL: REVISITANDO FURTADO E OS RESULTADOS DE SUAS AÇÕES SOBRE O NORDESTE,"DENILSON DA SILVA ARAUJO, DENÍLSON DA SILVA ARAÚJO",https://www.sep.org.br/mostrar.php?url=13/2594-notas-sobre-a-formacao-do-complexo-nordestino-e-da-transformacao-da-economia-regional-revisitando-furtado-e-os-resultados-de-suas-acoes-sobre-o-nordeste.pdf,2008,
"INSTITUIÇÕES, IDEOLOGIAS E MUDANÇAS ECONÔMICAS","JOSÉ MICAELSON LACERDA MORAIS, JOSÉ MICAELSON LACERDA MORAIS",https://www.sep.org.br/mostrar.php?url=13/2595-instituicoes-ideologias-e-mudancas-economicas.pdf,2008,
"GASTO PÚBLICO COM INFRA-ESTRUTURA, ACUMULAÇÃO PRIVADA DE CAPITAL E CRESCIMENTO DE LONGO PRAZO: UMA AVALIAÇÃO TEÓRICA E EMPÍRICA PARA O BRASIL (1985-2003)","JOSÉ LUIS DA COSTA OREIRO, JOSÉ LUIS C. OREIRO ; GUILHERME JONAS COSTA DA SILVA ; WANDERSON LUIZ LOPES FORTUNATO",https://www.sep.org.br/mostrar.php?url=13/2596-gasto-publico-com-infra-estrutura-acumulacao-privada-de-capital-e-crescimento-de-longo-prazo-uma-avaliacao-teorica-e-empirica-para-o-brasil-1985-2003.pdf,2008,
EFICÁCIA DOS CONTROLES DE CAPITAIS NO BRASIL: UMA ABORDAGEM TEÓRICA E EMPÍRICA ALTERNATIVA,"MARCO FLÁVIO DA CUNHA RESENDE, GUILHERME JONAS COSTA DA SILVA ; MARCO FLÁVIO DA CUNHA RESENDE",https://www.sep.org.br/mostrar.php?url=13/2597-eficacia-dos-controles-de-capitais-no-brasil-uma-abordagem-teorica-e-empirica-alternativa.pdf,2008,
UMA ANÁLISE SISTÊMICA PARA O PAPEL DOS BANCOS E DAS FIRMAS NO DESENVOLVIMENTO DO CICLO MINSKYANO,"THIAGO FONSECA MORELLO RAMALHO DA SILVA, THIAGO FONSECA M.R.SILVA",https://www.sep.org.br/mostrar.php?url=13/2598-uma-analise-sistemica-para-o-papel-dos-bancos-e-das-firmas-no-desenvolvimento-do-ciclo-minskyano.pdf,2008,
MUDANÇAS ESTRUTURAIS E PLANIFICAÇÃO NA VENEZUELA REVOLUCIONÁRIA.,"PAULO NAKATANI, PAULO NAKATANI ; RÉMY HERRERA",https://www.sep.org.br/mostrar.php?url=13/2599-mudancas-estruturais-e-planificacao-na-venezuela-revolucionaria.pdf,2008,
CAUSA E EFEITO: CONTRIBUIÇÕES DE MARX PARA INVESTIGAÇÕES SOBRE FINANÇAS E INOVAÇÃO,"EDUARDO DA MOTTA; ALBUQUERQUE, EDUARDO DA MOTTA; ALBUQUERQUE",https://www.sep.org.br/mostrar.php?url=13/2600-causa-e-efeito-contribuicoes-de-marx-para-investigacoes-sobre-financas-e-inovacao.pdf,2008,
A UTOPIA PRAGMATICA DE CELSO FURTADO,"NIEMEYER ALMEIDA FILHO, NIEMEYER ALMEIDA FILHO",https://www.sep.org.br/mostrar.php?url=13/2601-a-utopia-pragmatica-de-celso-furtado.pdf,2008,
"A EVOLUÇÃO DO CONCEITO DE RENDA DA TERRA NO PENSAMENTO ECONÔMICO: RICARDO, MALTHUS, ADAM SMITH E MARX","MARIA HELOISA LENZ, MARIA HELOISA LENZ",https://www.sep.org.br/mostrar.php?url=13/2602-a-evolucao-do-conceito-de-renda-da-terra-no-pensamento-economico-ricardo-malthus-adam-smith-e-marx.pdf,2008,
